Hora de inicio,Duración (mm:ss),Producción (kg),Número de ordeño,Estado_Ubre,FlujoMedio_DI,FlujoMedio_DD,FlujoMedio_TI,FlujoMedio_TD,Sangre_DI,Sangre_DD,Sangre_TI,Sangre_TD,Conductividad_DI,Conductividad_DD,Conductividad_TI,Conductividad_TD,EO/PO,Destino Leche,FlujoMax_DI,FlujoMax_DD,FlujoMax_TI,FlujoMax_TD,Produccion_DI,Produccion_DD,Produccion_TI,Produccion_TD,vaca,vaca_id,fecha,Mastitis,EOPO_ID,FlujoMedio_promedio,Conductividad_promedio,FlujoMedio_std,Conductividad_std,Conductividad_rango,Conductividad_diff_max_prom,Conductividad_diff_min_prom,FlujoMedio_izq,FlujoMedio_der,Conductividad_izq,Conductividad_der,FlujoConductividad_ratio,Produccion_promedio,Produccion_total,Produccion_izq,Produccion_der,Produccion_diff_lados,Produccion_std,Produccion_ratio_lados,Produccion_rango,Eficiencia_flujo_produccion,Flujo_diff_lados,Conductividad_diff_lados,Indice_asimetria_flujo,Indice_asimetria_conductividad,Flujo_ratio_max_min,Eficiencia_conductividad,Flujo_conductividad_balance,Flujo_por_kg,Conductividad_por_kg,Conductividad_sobre_flujo,CV_flujo,CV_conductividad,Conductividad_rango_relativo,Indice_variabilidad_total,Score_anomalia_simple,Produccion_promedio_prev,Conductividad_promedio_prev,delta_produccion_promedio,delta_conductividad_promedio,tasa_cambio_produccion,tasa_cambio_conductividad,prob_xgb,thr_0.9,thr_0.8,thr_0.7,thr_0.6,thr_0.59,thr_0.38,thr_0.03,thr_0.01,thr_0.005,thr_0.001,total_alertas,nivel_alarma
2023-06-02 12:30:00,09:50,24.4,1,0,0.96,0.96,1.44,1.08,0,0,0,0,5.22,5.34,5.67,5.27,VMS 1,Tanque,1.32,1.32,1.86,1.5,4.78,4.54,7.39,7.69,1552,1552,2023-06-02 00:00:00,0,3,1.11,5.375,0.227156334,0.202731349,0.45,0.295,0.155,1.2,1.02,5.445,5.305,0.206511628,6.1,24.4,12.17,12.23,0.06,1.670149694,1.004930156,3.15,0.181967213,0.18,0.14,0.204645161,0.037717453,1.499998438,1.13488351,0.206511589,0.045491801,0.220286876,4.84233798,0.204645161,0.037717453,0.083720915,0.214943842,0.326083529,3.0225,4.825,3.0775,0.55,1.01819652,0.113989614,0.000281971,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-02 22:37:00,08:23,15.85,2,0,0.78,0.72,1.2,0.84,0,0,0,0,4.66,4.73,4.91,4.81,VMS 1,Tanque,1.68,1.44,1.62,1.44,3.03,2.87,4.85,5.1,1552,1552,2023-06-02 00:00:00,0,3,0.885,4.7775,0.215638587,0.107509689,0.25,0.1325,0.1175,0.99,0.78,4.785,4.77,0.185243328,3.9625,15.85,7.88,7.97,0.09,1.175397096,1.01142132,2.23,0.223343849,0.21,0.015,0.243659144,0.022503332,1.666664352,0.829408513,0.185243289,0.055835959,0.301419539,5.398298985,0.243659144,0.022503332,0.052328613,0.161574138,0.318491089,6.1,5.375,-2.1375,-0.5975,-0.350409779,-0.11116277,2.78114E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-03 06:40:00,09:18,15.26,1,0,0.84,0.72,1.32,1.02,0,0,0,0,5.07,4.91,5.26,5.12,VMS 1,Tanque,1.44,1.08,1.8,1.44,2.85,2.65,4.78,4.98,1552,1552,2023-06-03 00:00:00,0,3,0.975,5.09,0.260959767,0.144452991,0.35,0.17,0.18,1.08,0.87,5.165,5.015,0.191552063,3.815,15.26,7.63,7.63,0,1.235165306,1,2.33,0.255570118,0.21,0.15,0.267650769,0.028379757,1.833330787,0.749508694,0.191552025,0.063892525,0.333551747,5.220507466,0.267650769,0.028379757,0.068762265,0.202706379,0.364792791,3.9625,4.7775,-0.1475,0.3125,-0.037223965,0.065410766,1.91457E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-03 18:49:00,10:10,21.4,2,0,0.9,0.84,1.32,1.08,0,0,0,0,5.17,5.12,5.43,5.29,VMS 1,Tanque,1.62,1.32,2.16,1.8,3.5,3.86,7.07,6.97,1552,1552,2023-06-03 00:00:00,0,3,1.035,5.2525,0.215638587,0.138172597,0.31,0.1775,0.1325,1.11,0.96,5.3,5.205,0.197049024,5.35,21.4,10.57,10.83,0.26,1.934373284,1.024597919,3.57,0.193457944,0.15,0.095,0.208346259,0.026306058,1.571426701,1.018562395,0.197048987,0.048364484,0.245443914,5.074874324,0.208346259,0.026306058,0.059019503,0.176905592,0.293671821,3.815,5.09,1.535,0.1625,0.402359003,0.031925338,6.83736E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-04 05:59:00,08:32,19.52,1,0,0.72,0.96,1.26,1.08,0,0,0,0,4.62,4.86,4.84,4.9,VMS 1,Tanque,1.08,1.38,1.74,1.56,4.09,3.41,6.13,5.89,1552,1552,2023-06-04 00:00:00,0,3,1.005,4.805,0.226495033,0.125830574,0.28,0.095,0.185,0.99,1.02,4.73,4.88,0.209157128,4.88,19.52,10.22,9.3,0.92,1.337609809,1.098924731,2.72,0.205942623,0.03,0.15,0.225367968,0.026187419,1.749997569,1.01560853,0.209157084,0.051485653,0.246157774,4.78108977,0.225367968,0.026187419,0.058272621,0.176162803,0.309828007,5.35,5.2525,-0.47,-0.4475,-0.087850451,-0.085197509,0.000123415,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-04 18:49:00,10:52,20.04,2,0,0.78,0.9,1.26,1.08,0,0,0,0,4.82,4.97,5.22,5.15,VMS 1,Tanque,1.2,1.38,1.68,1.62,3.53,3.69,6.22,6.6,1552,1552,2023-06-04 00:00:00,0,3,1.005,5.04,0.21,0.180554701,0.4,0.18,0.22,1.02,0.99,5.02,5.06,0.199404762,5.01,20.04,9.75,10.29,0.54,1.625320481,1.055384615,3.07,0.200598802,0.03,0.04,0.208955016,0.035824338,1.615382544,0.994047422,0.199404722,0.050149698,0.251496993,5.014920383,0.208955016,0.035824338,0.079365064,0.19527735,0.324144418,4.88,4.805,0.13,0.235,0.026639339,0.048907378,5.63428E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-05 01:55:00,06:23,13.82,1,0,0.78,0.78,1.26,1.08,0,0,0,0,5.04,5.06,5.21,5.19,VMS 1,Tanque,1.14,1.26,1.8,1.38,2.43,2.5,4.58,4.31,1552,1552,2023-06-05 00:00:00,0,3,0.975,5.125,0.236854386,0.087368949,0.17,0.085,0.085,1.02,0.93,5.125,5.125,0.190243902,3.455,13.82,7.01,6.81,0.2,1.14881098,1.029368576,2.15,0.282199711,0.09,0,0.242927326,0.017047597,1.615382544,0.67414621,0.190243865,0.070549923,0.370839336,5.256404865,0.242927326,0.017047597,0.033170725,0.162111668,0.293145648,5.01,5.04,-1.555,0.085,-0.31037918,0.016865076,8.41391E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-05 11:27:00,09:15,14.28,2,0,0.48,0.84,1.32,1.14,0,0,0,0,4.66,4.99,5.28,5.17,VMS 1,Tanque,0.9,1.32,2.34,1.56,0.6,2.79,5.35,5.54,1552,1552,2023-06-05 00:00:00,0,3,0.945,5.025,0.367831483,0.271108834,0.62,0.255,0.365,0.9,0.99,4.97,5.08,0.188059701,3.57,14.28,5.95,8.33,2.38,2.343686555,1.4,4.94,0.264705882,0.09,0.11,0.389239253,0.053951996,2.749994271,0.71044762,0.188059664,0.066176466,0.351890732,5.317454691,0.389239253,0.053951996,0.12338306,0.319470159,0.566574309,3.455,5.125,0.115,-0.1,0.033285084,-0.019512191,0.000451661,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-05 20:14:00,10:01,19.04,3,0,0.9,0.84,1.2,0.96,0,0,0,0,5.71,5.3,5.56,5.46,VMS 1,Tanque,1.32,1.26,1.92,1.5,5.1,3.02,5.3,5.62,1552,1552,2023-06-05 00:00:00,0,3,0.975,5.5075,0.157797338,0.1723127,0.41,0.2025,0.2075,1.05,0.9,5.635,5.38,0.177031321,4.76,19.04,10.4,8.64,1.76,1.179604453,1.203703704,2.6,0.204831933,0.15,0.255,0.161843258,0.031286912,1.428569728,0.86427583,0.177031289,0.051207981,0.289259439,5.648712155,0.161843258,0.031286912,0.074443927,0.165055019,0.267574097,3.57,5.025,1.19,0.4825,0.33333324,0.096019881,6.40401E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-06 04:38:00,09:12,17.1,1,0,0.96,0.84,1.56,1.08,0,0,0,0,4.92,4.98,5.2,5.19,VMS 1,Tanque,1.68,1.32,2.52,2.04,2.9,3.19,5.34,5.67,1552,1552,2023-06-06 00:00:00,0,3,1.11,5.0725,0.315594677,0.143614066,0.28,0.1275,0.1525,1.26,0.96,5.06,5.085,0.218827008,4.275,17.1,8.24,8.86,0.62,1.43156092,1.075242718,2.77,0.259649123,0.3,0.025,0.284319272,0.02831228,1.857140646,0.842779528,0.218826965,0.064912277,0.29663741,4.569815703,0.284319272,0.02831228,0.055199595,0.229604371,0.367831147,4.76,5.5075,-0.485,-0.435,-0.101890735,-0.07898319,5.6851E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-06 13:09:00,06:29,10.65,2,0,0.84,0.84,1.32,0.78,0,0,0,0,4.99,4.97,5.19,5.01,VMS 1,Tanque,1.26,1.44,2.16,1.62,2.17,2.44,4.58,1.46,1552,1552,2023-06-06 00:00:00,0,3,0.945,5.04,0.251594913,0.101324561,0.22,0.15,0.07,1.08,0.81,5.09,4.99,0.1875,2.6625,10.65,6.75,3.9,2.85,1.343487377,1.730769231,3.12,0.354929577,0.27,0.1,0.266237721,0.020104076,1.692305523,0.528273705,0.187499963,0.088732386,0.473239392,5.33332769,0.266237721,0.020104076,0.043650785,0.176459737,0.329992581,4.275,5.0725,-1.6125,-0.0325,-0.377192894,-0.006407096,0.000137342,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-06 18:49:00,09:17,13.19,3,0,0.78,0.72,1.26,0.9,0,0,0,0,5.18,5.11,5.28,5.39,VMS 1,Tanque,1.26,1.08,1.68,1.26,1.96,1.78,3.36,6.09,1552,1552,2023-06-06 00:00:00,0,3,0.915,5.24,0.241867732,0.121928941,0.28,0.15,0.13,1.02,0.81,5.23,5.25,0.174618321,3.2975,13.19,5.32,7.87,2.55,1.991119869,1.479323308,4.31,0.277482942,0.21,0.02,0.264336031,0.023268877,1.749997569,0.629293773,0.174618287,0.06937073,0.397270629,5.726769698,0.264336031,0.023268877,0.053435104,0.181898337,0.341040012,2.6625,5.04,0.635,0.2,0.238497563,0.039682532,0.000100097,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-07 04:05:00,08:43,17.6,1,0,0.9,0.84,1.38,0.96,0,0,0,0,5.24,5.05,5.32,5.09,VMS 1,Tanque,1.26,1.2,1.86,1.32,3.14,2.94,5.73,5.79,1552,1552,2023-06-07 00:00:00,0,3,1.02,5.175,0.244948974,0.126622799,0.27,0.145,0.125,1.14,0.9,5.28,5.07,0.197101449,4.4,17.6,8.87,8.73,0.14,1.572704677,1.016036655,2.85,0.231818182,0.24,0.21,0.240145818,0.024468169,1.642855187,0.850241382,0.197101411,0.057954542,0.294034074,5.073524438,0.240145818,0.024468169,0.052173903,0.185785887,0.31678789,3.2975,5.24,1.1025,-0.065,0.334344099,-0.012404578,0.000180881,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-07 15:48:00,12:58,19.86,2,0,0.84,0.78,1.2,0.84,0,0,0,0,5.2,5.22,5.27,5.07,VMS 1,Tanque,1.62,1.14,2.28,1.56,3.79,3.6,5.52,6.95,1552,1552,2023-06-07 00:00:00,0,3,0.915,5.19,0.192093727,0.085244746,0.2,0.08,0.12,1.02,0.81,5.235,5.145,0.176300578,4.965,19.86,9.31,10.55,1.24,1.580305878,1.133190118,3.35,0.18429003,0.21,0.09,0.20993827,0.016424803,1.538459566,0.956647215,0.176300544,0.046072505,0.261329292,5.672124948,0.20993827,0.016424803,0.038535638,0.138669236,0.264898712,4.4,5.175,0.565,0.015,0.128409062,0.00289855,0.000243212,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-08 02:57:00,09:50,19.79,1,0,0.96,0.9,1.44,0.9,0,0,0,0,5.02,4.92,4.95,4.94,VMS 1,Tanque,1.38,1.26,1.86,1.26,3.59,3.42,6.16,6.62,1552,1552,2023-06-08 00:00:00,0,3,1.05,4.9575,0.261533937,0.043493295,0.1,0.0625,0.0375,1.2,0.9,4.985,4.93,0.211800303,4.9475,19.79,9.75,10.04,0.29,1.677644678,1.02974359,3.2,0.212228398,0.3,0.055,0.249079702,0.00877323,1.599998222,0.997982653,0.21180026,0.053057097,0.250505293,4.721424075,0.249079702,0.00877323,0.020171453,0.152513616,0.278024385,4.965,5.19,-0.0175,-0.2325,-0.003524672,-0.044797679,3.86351E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-08 15:11:00,08:29,14.28,2,0,0.9,0.9,1.26,0.78,0,0,0,0,4.64,4.55,4.66,4.72,VMS 1,Tanque,1.38,1.32,2.04,1.38,3.32,3.26,5.89,1.81,1552,1552,2023-06-08 00:00:00,0,3,0.96,4.6425,0.207846097,0.070415434,0.17,0.0775,0.0925,1.08,0.84,4.65,4.635,0.206785137,3.57,14.28,9.21,5.07,4.14,1.696918776,1.816568047,4.08,0.268907563,0.24,0.015,0.216506125,0.015167565,1.615382544,0.768982064,0.206785093,0.067226886,0.325105019,4.835932463,0.216506125,0.015167565,0.036618194,0.139130765,0.268291884,4.9475,4.9575,-1.3775,-0.315,-0.27842339,-0.063540078,1.08302E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-09 00:03:00,09:57,16.13,1,0,0.84,0.72,1.38,1.08,0,0,0,0,4.79,4.63,4.75,4.92,VMS 1,Tanque,1.14,1.2,1.86,1.62,2.47,2.22,4.12,7.32,1552,1552,2023-06-09 00:00:00,0,3,1.005,4.7725,0.291376046,0.119547759,0.29,0.1475,0.1425,1.11,0.9,4.77,4.775,0.210581456,4.0325,16.13,6.59,9.54,2.95,2.348181921,1.447647951,5.1,0.249225046,0.21,0.005,0.289926125,0.025049289,1.916664005,0.84494482,0.210581412,0.062306258,0.295877229,4.748751494,0.289926125,0.025049289,0.060764786,0.205461902,0.3757402,3.57,4.6425,0.4625,0.13,0.129551784,0.028002148,4.15799E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-09 11:08:00,10:33,12.08,2,0,0.9,0.9,1.62,0,0,0,0,0,4.96,4.87,5.08,0,VMS 1,Tanque,1.44,1.56,3.54,0,3.38,3.24,5.46,0,1552,1552,2023-06-09 00:00:00,0,3,0.855,3.7275,0.663400332,2.486488488,5.08,1.3525,3.7275,1.26,0.45,5.02,2.435,0.229376258,3.02,12.08,8.84,3.24,5.6,2.254772716,2.728395062,5.46,0.283112583,0.81,2.585,0.775905913,0.667065814,1620000,0.810194283,0.229376196,0.07077814,0.308567855,4.359644024,0.775905913,0.667065814,1.362843363,1.57494441,2.80581509,4.0325,4.7725,-1.0125,-1.045,-0.251084873,-0.218962762,4.02247E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-09 22:19:00,07:41,19.16,3,0,1.02,0.78,1.56,1.26,0,0,0,0,5.14,5.02,5.28,5.53,VMS 1,Tanque,1.56,1.14,2.28,2.04,3.2,3.57,5.73,6.66,1552,1552,2023-06-09 00:00:00,0,3,1.155,5.2425,0.333616546,0.21914607,0.51,0.2875,0.2225,1.29,1.02,5.21,5.275,0.220314735,4.79,19.16,8.93,10.23,1.3,1.673021219,1.145576708,3.46,0.241127349,0.27,0.065,0.288845245,0.041801817,1.999997436,0.913686044,0.220314693,0.060281834,0.273616896,4.538957109,0.288845245,0.041801817,0.097281813,0.276381308,0.427928875,3.02,3.7275,1.77,1.515,0.586092521,0.406438523,1.28183E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-10 07:14:00,06:35,15.28,1,0,0.96,0.84,1.56,1.08,0,0,0,0,5.09,5.02,5.17,5.3,VMS 1,Tanque,1.38,1.26,2.34,1.62,3.64,2.97,5.14,3.53,1552,1552,2023-06-10 00:00:00,0,3,1.11,5.145,0.315594677,0.120138809,0.28,0.155,0.125,1.26,0.96,5.13,5.16,0.21574344,3.82,15.28,8.78,6.5,2.28,0.927613425,1.350769231,2.17,0.290575916,0.3,0.03,0.284319272,0.02335059,1.857140646,0.742468272,0.215743398,0.072643974,0.336714638,4.635130959,0.284319272,0.02335059,0.054421758,0.217866743,0.362091621,4.79,5.2425,-0.97,-0.0975,-0.202505177,-0.018597994,2.60404E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-10 16:41:00,08:33,20.64,2,0,0.96,0.9,1.5,1.14,0,0,0,0,5.15,5.17,5.22,5.17,VMS 1,Tanque,1.56,1.38,2.04,1.68,3.41,3.14,6.73,7.36,1552,1552,2023-06-10 00:00:00,0,3,1.125,5.1775,0.27,0.029860788,0.07,0.0425,0.0275,1.23,1.02,5.185,5.17,0.217286335,5.16,20.64,10.14,10.5,0.36,2.194523487,1.035502959,4.22,0.218023256,0.21,0.015,0.239999787,0.005767413,1.666664815,0.996619798,0.217286293,0.054505811,0.250847856,4.602218131,0.239999787,0.005767413,0.013520036,0.149930394,0.259287236,3.82,5.145,1.34,0.0325,0.350785248,0.006316811,7.44066E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-11 03:04:00,07:32,18.18,1,0,1.08,0.78,1.62,1.02,0,0,0,0,5.09,4.9,5.15,5.16,VMS 1,Tanque,1.44,1.38,2.04,1.38,3.62,3.55,5.81,5.2,1552,1552,2023-06-11 00:00:00,0,3,1.125,5.075,0.354541958,0.120692447,0.26,0.085,0.175,1.35,0.9,5.12,5.03,0.221674877,4.545,18.18,9.43,8.75,0.68,1.136500477,1.077714286,2.26,0.247524752,0.45,0.09,0.315148127,0.023781758,2.076920414,0.895566326,0.221674833,0.061881185,0.2791529,4.511107101,0.315148127,0.023781758,0.051231517,0.237617202,0.390161402,5.16,5.1775,-0.615,-0.1025,-0.119186023,-0.019797196,0.000169267,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-11 18:00:00,08:53,24.85,2,0,1.02,0.96,1.62,1.26,0,0,0,0,5.29,5.31,5.43,5.54,VMS 1,Tanque,1.5,1.38,2.34,1.68,5.06,4.71,7.38,7.7,1552,1552,2023-06-11 00:00:00,0,3,1.215,5.3925,0.299499583,0.116153634,0.25,0.1475,0.1025,1.32,1.11,5.36,5.425,0.225312935,6.2125,24.85,12.44,12.41,0.03,1.545043149,1.002417405,2.99,0.195573441,0.21,0.065,0.246501511,0.021539845,1.687498242,1.152062837,0.225312893,0.048893358,0.217002003,4.438267952,0.246501511,0.021539845,0.046360678,0.207826608,0.314402033,4.545,5.075,1.6675,0.3175,0.366886608,0.062561564,3.7585E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-12 08:14:00,11:51,22.96,1,0,0.96,0.84,1.5,1.02,0,0,0,0,4.9,4.95,5.08,4.97,VMS 1,Tanque,1.86,1.5,1.92,1.74,4.42,4.47,6.85,7.22,1552,1552,2023-06-12 00:00:00,0,3,1.08,4.975,0.289827535,0.075938572,0.18,0.105,0.075,1.23,0.93,4.99,4.96,0.217085427,5.74,22.96,11.27,11.69,0.42,1.503085715,1.037267081,2.8,0.18815331,0.3,0.03,0.26835858,0.015264031,1.78571216,1.153768612,0.217085384,0.047038325,0.216681175,4.606477216,0.26835858,0.015264031,0.036180897,0.182883053,0.319803509,6.2125,5.3925,-0.4725,-0.4175,-0.076056326,-0.077422331,2.78054E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-12 18:00:00,07:09,14.68,2,0,0.96,0.84,1.44,1.08,0,0,0,0,4.92,4.86,5.19,5.12,VMS 1,Tanque,1.44,1.32,1.92,1.62,2.64,2.62,4.56,4.86,1552,1552,2023-06-12 00:00:00,0,3,1.08,5.0225,0.259229628,0.157559513,0.33,0.1675,0.1625,1.2,0.96,5.055,4.99,0.215032354,3.67,14.68,7.2,7.48,0.28,1.207145393,1.038888889,2.24,0.294277929,0.24,0.065,0.240027211,0.031370728,1.714283673,0.730711651,0.215032312,0.073569477,0.342132129,4.650458657,0.240027211,0.031370728,0.065704317,0.20839457,0.337102256,5.74,4.975,-2.07,0.0475,-0.360627115,0.009547737,6.66292E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-13 02:40:00,05:56,13.82,1,0,0.84,0.84,1.5,1.08,0,0,0,0,4.96,4.86,5.07,5.02,VMS 1,Tanque,1.2,1.26,1.92,1.5,2.68,2.43,4.45,4.26,1552,1552,2023-06-13 00:00:00,0,3,1.065,4.9775,0.311287648,0.090323493,0.21,0.0925,0.1175,1.17,0.96,5.015,4.94,0.213962833,3.455,13.82,7.13,6.69,0.44,1.047107126,1.065769806,2.02,0.308248915,0.21,0.075,0.292288597,0.018146354,1.78571216,0.694123417,0.21396279,0.077062223,0.360166399,4.673704532,0.292288597,0.018146354,0.042189846,0.200805571,0.352624797,3.67,5.0225,-0.215,-0.045,-0.05858309,-0.00895968,5.20292E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-13 18:12:00,10:58,26.2,2,0,0.9,0.9,1.56,1.08,0,0,0,0,5.24,5.15,5.38,5.44,VMS 1,Tanque,1.38,1.32,2.34,1.86,5.3,4.8,7.64,8.46,1552,1552,2023-06-13 00:00:00,0,3,1.11,5.3025,0.311769145,0.131751028,0.29,0.1375,0.1525,1.23,0.99,5.31,5.295,0.209335219,6.55,26.2,12.94,13.26,0.32,1.775875371,1.024729521,3.66,0.169465649,0.24,0.015,0.280872851,0.02484696,1.733331407,1.235266151,0.20933518,0.042366411,0.202385488,4.777022723,0.280872851,0.02484696,0.054691173,0.221760087,0.360410984,3.455,4.9775,3.095,0.325,0.895802925,0.065293809,2.01119E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-14 04:49:00,06:48,13.75,1,0,0,0.84,1.56,1.14,0,0,0,0,0,4.53,4.87,4.84,VMS 1,Tanque,0,1.32,1.92,1.5,0,2.91,5.81,5.03,1552,1552,2023-06-14 00:00:00,0,3,0.885,3.56,0.659772688,2.378304718,4.87,1.31,3.56,0.78,0.99,2.435,4.685,0.248595506,3.4375,13.75,5.81,7.94,2.13,2.598683962,1.366609294,5.81,0.257454545,0.21,2.25,0.74550502,0.668062935,1560000,0.965589616,0.248595436,0.064363632,0.258909072,4.022594325,0.74550502,0.668062935,1.367977144,1.519038703,2.781545099,6.55,5.3025,-3.1125,-1.7425,-0.475190767,-0.328618514,2.60997E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-14 07:03:00,09:00,2.65,2,0,0,0.36,0.48,0.48,0,0,0,0,0,4.06,4.48,4.32,VMS 1,Tanque,0,0.78,0.9,1.02,0,0.62,0.97,1.06,1552,1552,2023-06-14 00:00:00,0,3,0.33,3.215,0.227156334,2.150310055,4.48,1.265,3.215,0.24,0.42,2.24,4.19,0.102643857,0.6625,2.65,0.97,1.68,0.71,0.480719946,1.731958763,1.06,0.498113208,0.18,1.95,0.688350441,0.668836512,480000,0.206065255,0.102643825,0.124528255,1.213207089,9.74239472,0.688350441,0.668836512,1.393467685,1.188733194,2.750654638,3.4375,3.56,-2.775,-0.345,-0.807272492,-0.096910085,0.000216974,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-14 11:40:00,07:26,8.62,3,0,0.96,0.6,1.08,0.9,0,0,0,0,5.25,4.73,5.07,4.97,VMS 1,Tanque,1.68,1.26,1.5,1.68,2.84,1.2,2.21,2.37,1552,1552,2023-06-14 00:00:00,0,3,0.885,5.005,0.204205779,0.216871698,0.52,0.245,0.275,1.02,0.75,5.16,4.85,0.176823177,2.155,8.62,5.05,3.57,1.48,0.690531196,1.414565826,1.64,0.410672854,0.27,0.31,0.230740732,0.043331,1.799997,0.430569345,0.176823141,0.102668202,0.580626383,5.655360841,0.230740732,0.043331,0.103896083,0.210538738,0.377967815,0.6625,3.215,1.4925,1.79,2.252826788,0.55676499,0.000871059,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-15 00:08:00,10:02,23.99,1,0,1.02,0.84,1.44,1.02,0,0,0,0,5.07,5.27,5.53,5.49,VMS 1,Tanque,1.5,1.2,1.86,1.56,5.26,4.12,7.13,7.48,1552,1552,2023-06-15 00:00:00,0,3,1.08,5.34,0.254558441,0.213229141,0.46,0.19,0.27,1.23,0.93,5.3,5.38,0.202247191,5.9975,23.99,12.39,11.6,0.79,1.586324368,1.068103448,3.36,0.180075031,0.3,0.08,0.235702042,0.039930543,1.714283673,1.123127131,0.202247153,0.045018756,0.222592738,4.944439866,0.235702042,0.039930543,0.086142306,0.233893791,0.361774891,2.155,5.005,3.8425,0.335,1.783061818,0.066933054,4.32884E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-15 09:00:00,07:04,15.39,2,0,0.9,0.96,1.38,1.08,0,0,0,0,4.57,4.85,5.05,5.09,VMS 1,Tanque,1.56,1.38,2.22,1.5,2.62,2.63,5.19,4.95,1552,1552,2023-06-15 00:00:00,0,3,1.08,4.89,0.213541565,0.237767393,0.52,0.2,0.32,1.14,1.02,4.81,4.97,0.220858896,3.8475,15.39,7.81,7.58,0.23,1.415023557,1.030343008,2.57,0.280701754,0.12,0.16,0.197723488,0.048623179,1.53333163,0.786809655,0.220858851,0.070175434,0.317738771,4.527773585,0.197723488,0.048623179,0.106339447,0.225654479,0.352686114,5.9975,5.34,-2.15,-0.45,-0.358482641,-0.084269647,2.43065E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-15 16:27:00,08:30,10.26,3,0,0.9,0.96,1.32,1.08,0,0,0,0,5.18,5.21,5.39,5.39,VMS 1,Tanque,1.8,1.92,2.22,1.98,2.25,1.9,4.34,1.77,1552,1552,2023-06-15 00:00:00,0,3,1.065,5.2925,0.185741756,0.113247517,0.21,0.0975,0.1125,1.11,1.02,5.285,5.3,0.201228153,2.565,10.26,6.59,3.67,2.92,1.200569309,1.795640327,2.57,0.415204678,0.09,0.015,0.174405241,0.021397732,1.466665037,0.484647995,0.201228115,0.103801159,0.515838156,4.969478902,0.174405241,0.021397732,0.039678783,0.149494636,0.235481756,3.8475,4.89,-1.2825,0.4025,-0.333333247,0.082310822,3.13033E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2023-06-15 19:27:00,06:16,6.86,4,0,0.36,0.54,0.54,1.02,0,0,0,0,4.85,5.07,5.12,5.12,VMS 1,Tanque,0.72,0.9,1.38,1.56,0.77,0.98,0.99,4.12,1552,1552,2023-06-15 00:00:00,0,3,0.615,5.04,0.283019434,0.128840987,0.27,0.08,0.19,0.45,0.78,4.985,5.095,0.12202381,1.715,6.86,1.76,5.1,3.34,1.606538722,2.897727273,3.35,0.358600583,0.33,0.11,0.460193453,0.025563683,2.833325463,0.34027771,0.122023785,0.089650133,0.73469377,8.195108626,0.460193453,0.025563683,0.053571418,0.205930211,0.539328554,2.565,5.2925,-0.85,-0.2525,-0.331383886,-0.047709013,0.000158776,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
